This file was created using the 202606 CRSP database.
It contains value- and equally-weighted returns for  10 prior return portfolios.

The portfolios are constructed daily.  PRIOR_RET is from - 250 to - 21.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Daily
,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
19331208,  -0.53,  -1.15,  -0.79,  -0.66,  -0.76,  -0.82,  -0.48,  -1.24,  -1.72,  -1.67
19331209,   2.17,   2.24,   0.61,   1.93,   2.68,   1.64,   2.34,   4.28,   2.68,   3.49
19331211,   2.25,   1.23,   2.17,  -0.02,   0.14,   1.62,   0.71,   0.56,   1.50,   1.89
19331212,  -0.19,  -1.22,  -0.73,   0.14,  -0.69,   0.67,  -0.44,  -0.77,  -1.32,  -0.56
19331213,  -0.62,  -1.71,  -0.59,  -0.16,  -1.73,  -0.56,  -0.51,  -1.99,  -1.89,  -1.75
19331214,   0.27,   0.40,  -0.76,  -0.01,   1.35,   1.45,   1.28,   1.12,   0.76,  -0.13
19331215,  -1.80,  -1.56,  -0.56,  -1.19,  -1.26,  -2.12,  -1.33,  -1.62,  -2.55,  -0.14
19331216,  -1.11,  -1.44,  -0.56,  -0.59,  -1.24,  -1.89,  -1.23,  -2.01,  -2.14,  -1.90
19331218,  -2.05,  -2.23,  -1.37,  -2.67,  -2.44,  -2.04,  -2.11,  -1.81,  -3.46,  -3.52
19331219,  -0.43,  -1.49,  -0.79,  -1.31,  -0.55,   0.25,  -0.86,  -1.06,  -2.32,  -1.01
19331220,  -2.83,  -1.66,  -1.93,  -2.67,  -2.56,  -3.14,  -2.50,  -2.49,  -2.77,  -4.34
19331221,  -0.08,  -0.11,  -1.16,   0.32,  -0.59,  -0.98,  -0.29,  -0.42,   0.55,  -0.48
19331222,   1.74,   2.18,   1.93,   3.36,   1.70,   4.26,   4.46,   3.85,   6.55,   5.93
19331223,  -0.06,   0.19,   0.18,  -0.36,   0.01,   0.38,   0.22,   1.75,  -0.07,  -0.15
19331226,  -4.17,  -2.49,  -3.17,  -2.50,  -2.44,  -3.64,  -2.65,  -3.75,  -4.50,  -3.84
19331227,   0.53,  -2.50,  -1.46,  -2.14,   0.39,  -0.31,  -1.09,  -0.29,  -0.40,   0.22
19331228,   5.85,   6.79,   3.78,   5.33,   5.33,   5.09,   5.46,   5.78,   7.51,   5.09
19331229,   1.58,   0.40,  -0.21,   0.32,  -0.58,   0.16,   0.30,   0.01,   1.04,   1.86
19331230,   1.95,   2.00,   1.53,  -0.14,   1.61,   3.74,   1.94,   3.11,   2.25,   1.88
19340102,   1.23,   1.81,   0.72,   3.02,   0.68,   0.74,   1.65,   0.60,   0.79,   1.89
19340103,  -0.60,  -0.67,   0.35,  -1.00,  -1.32,  -1.00,  -1.02,  -0.72,  -1.05,  -2.00
19340104,  -1.11,   0.32,  -0.20,  -0.41,   0.25,   0.29,   0.05,  -1.23,   0.06,  -0.49
19340105,  -0.62,  -0.70,   0.19,  -0.80,  -0.69,  -1.21,  -0.05,  -1.54,  -1.40,  -1.75
19340106,   0.29,   1.12,   0.19,   0.01,   0.07,  -0.61,  -0.16,   0.75,  -0.10,   0.21
19340108,   0.47,  -0.07,  -0.14,   0.20,  -0.50,  -0.46,   0.58,  -1.07,  -0.13,  -1.32
19340109,   0.50,   0.68,   0.75,   1.58,   0.99,   1.32,   0.14,   1.36,   1.30,   3.34
19340110,   3.24,   3.11,   2.33,   2.51,   2.02,   2.16,   2.75,   1.68,   2.60,   2.21
19340111,   3.99,   2.39,   0.97,   0.85,   2.34,   0.06,   1.87,   0.40,   1.23,   0.10
19340112,   0.26,  -0.04,  -0.24,   0.56,   0.51,   1.31,   0.88,   1.12,   3.47,   0.77
19340113,  -0.39,   0.14,  -0.22,  -0.36,  -0.51,  -0.63,  -0.02,   0.44,   0.09,  -0.03
19340115,   6.51,   6.71,   5.20,   6.24,   5.77,   7.49,   6.39,   5.61,   7.34,   8.83
19340116,   3.00,   2.36,   2.58,   3.47,   2.47,   1.28,   2.02,   1.95,   1.65,   3.09
19340117,   0.92,   0.86,   0.68,   0.18,   0.12,   0.87,   1.96,   1.08,   0.71,   0.48
19340118,  -0.40,   0.66,   2.45,   0.95,   0.75,   0.73,   0.28,   0.32,   0.55,   1.02
19340119,   3.36,   4.27,   4.54,   4.67,   4.34,   5.08,   4.95,   4.30,   3.70,   4.97
19340120,   3.82,   2.92,   1.69,   1.22,   0.29,   1.40,   1.45,   0.80,   1.03,   0.13
19340122,   0.16,   0.00,   0.34,   0.23,   0.38,  -0.45,   0.32,   0.76,   0.33,  -0.31
19340123,   1.28,   3.04,   1.07,   1.35,   1.58,   2.11,   1.88,   2.34,   1.99,   2.34
19340124,   1.93,   1.12,   0.84,   1.87,   0.92,   1.74,   0.61,   1.41,   1.97,   1.56
19340125,   0.55,  -0.36,   1.40,   0.34,   0.15,  -0.59,  -0.11,  -0.16,  -0.97,  -0.31
19340126,  -0.73,   1.25,  -0.28,   0.02,   0.47,   1.00,   0.25,  -0.59,   0.70,  -0.33
19340127,  -0.35,   0.20,   0.15,   0.32,  -0.26,  -0.13,  -0.35,  -0.01,  -0.48,  -0.19
19340129,   4.39,   1.98,   1.45,   2.97,   2.74,   2.98,   3.77,   3.25,   3.38,   4.39
19340130,   3.68,   3.88,   2.40,   2.34,   1.90,   3.24,   3.42,   1.08,   1.97,   1.37
19340131,   0.91,  -0.94,  -0.36,  -0.91,  -1.50,  -1.63,  -1.16,  -1.13,  -1.55,  -2.08
19340201,   4.06,   2.99,   2.00,   3.03,   1.71,   3.21,   4.27,   3.33,   2.77,   3.41
19340202,  -0.58,  -0.38,  -0.18,  -0.01,   0.50,   0.24,  -0.55,   0.12,  -0.04,  -0.95
19340203,   0.71,   2.31,   0.92,   1.93,   1.39,   1.91,   2.27,   1.64,   2.73,   3.31
19340205,   3.37,   2.81,   2.43,   1.73,   2.79,   3.07,   2.15,   2.57,   1.95,   2.03
19340206,   1.82,   1.28,   0.76,   1.68,  -0.05,   0.51,  -0.55,  -0.24,   0.98,   1.07
19340207,  -2.24,  -3.58,  -3.04,  -3.58,  -4.37,  -3.66,  -4.09,  -3.94,  -4.90,  -4.04
19340208,  -0.19,  -0.29,  -0.17,   0.36,  -0.04,   1.25,   1.02,   0.80,   1.37,   2.17
19340209,  -1.02,  -1.79,  -2.40,  -2.14,  -3.68,  -2.88,  -2.52,  -2.39,  -2.98,  -2.97
19340210,  -3.30,  -2.16,  -0.98,  -1.50,  -0.99,  -1.93,  -0.89,  -3.04,  -2.22,  -1.09
19340213,   2.01,   1.22,   1.32,   1.48,   1.37,   1.70,   1.23,   3.02,   2.61,   1.11
19340214,  -0.40,  -0.38,   2.05,   1.08,   0.85,   1.05,   1.35,   1.64,   1.93,   1.38
19340215,   3.04,   2.38,   2.64,   3.13,   3.64,   3.57,   3.86,   4.38,   3.85,   5.39
19340216,   1.36,   0.28,   0.30,   1.35,   0.69,   1.93,   2.27,   1.18,   3.10,   2.27
19340217,  -0.10,   0.36,  -0.23,   0.05,   0.83,   0.73,   0.90,   1.25,   1.31,   0.49
19340219,  -1.33,  -1.67,  -1.84,  -1.43,  -1.43,  -1.47,  -1.21,  -1.23,  -1.45,  -0.94
19340220,  -0.50,   0.55,   0.68,   0.41,   0.12,   0.83,   1.55,   0.90,   0.94,   0.52
19340221,   0.26,   0.51,   0.05,   1.17,   0.82,   1.13,   2.21,   0.37,   0.75,   2.20
19340223,  -2.06,  -1.34,  -2.91,  -2.90,  -3.54,  -3.52,  -4.04,  -3.89,  -2.28,  -4.16
19340224,  -1.13,  -1.90,  -1.57,  -1.61,  -1.89,  -2.17,  -2.02,  -3.05,  -2.68,  -3.00
19340226,  -2.71,  -1.27,  -2.94,  -2.74,  -3.76,  -2.75,  -3.82,  -3.20,  -2.97,  -3.95
19340227,   0.37,   0.77,   1.11,   1.19,   0.61,   0.08,   1.56,   0.64,   1.59,   1.39
19340228,   0.33,   0.47,   0.93,   0.12,   0.42,  -0.91,   0.34,   0.80,   1.22,   1.89
19340301,  -1.08,  -0.85,  -0.91,  -0.58,  -1.20,  -0.89,  -1.13,  -0.56,  -1.27,   0.43
19340302,   3.96,   3.27,   3.77,   3.54,   4.18,   4.31,   4.87,   4.15,   4.47,   3.90
19340303,   0.08,   0.00,   1.03,   0.27,  -0.23,   0.25,   0.78,   0.20,   1.25,   0.51
19340305,  -0.52,  -0.48,  -0.99,   0.63,  -0.30,  -0.80,   0.18,  -0.06,  -0.21,  -0.87
19340306,  -0.50,  -0.43,  -1.28,  -0.22,  -1.22,   0.57,  -0.55,  -0.86,  -0.73,  -2.14
19340307,  -2.78,  -1.24,  -2.40,  -2.59,  -3.27,  -2.87,  -2.88,  -3.05,  -2.97,  -2.25
19340308,   0.83,   0.77,   0.80,   1.68,   1.29,   1.53,   1.54,   1.32,   1.83,   1.15
19340309,   0.55,  -0.15,   0.06,   0.72,   0.90,   0.01,   1.38,   1.41,   1.00,   0.21
19340310,  -0.14,   0.35,   0.32,   0.68,  -0.28,   0.20,   0.75,  -0.48,   0.44,   0.84
19340312,   2.05,   1.28,   2.09,   1.39,   1.84,   1.51,   1.62,   1.13,   1.81,   2.15
19340313,   1.43,   0.56,   0.97,   0.62,   0.49,   0.38,   0.22,  -0.04,   0.31,   0.59
19340314,   0.56,   0.16,  -0.58,   0.33,   0.47,   0.74,   0.17,   0.68,   0.71,   0.82
19340315,  -0.61,  -1.49,  -1.45,  -1.38,  -2.36,  -1.25,  -2.06,  -2.46,  -2.31,  -2.57
19340316,   0.12,   0.50,   0.06,   0.18,   0.45,   0.67,   0.34,   1.08,   0.01,   1.98
19340317,  -1.13,  -0.50,  -0.46,  -0.71,  -0.54,  -0.35,  -0.91,  -0.67,  -0.37,  -1.39
19340319,  -2.10,  -2.53,  -2.80,  -2.26,  -3.15,  -2.88,  -3.06,  -3.64,  -3.83,  -3.85
19340320,   1.11,   1.11,   0.12,   0.49,   1.33,   1.89,   0.88,   1.71,   0.72,   0.67
19340321,  -1.41,  -1.38,  -1.25,  -1.47,  -1.39,  -1.34,  -1.69,  -2.30,  -1.94,  -1.75
19340322,   1.85,   0.95,   0.43,   0.49,   1.36,   1.56,   1.78,   1.90,   2.14,   1.67
19340323,  -0.29,  -0.07,   0.31,  -0.46,  -0.45,  -0.27,  -0.63,   0.37,  -0.27,   0.12
19340324,   1.60,   1.12,   1.53,   0.78,   2.18,   1.30,   0.84,   1.42,   1.10,   1.32
19340326,  -1.01,   0.45,   0.56,   0.49,   0.00,   0.10,   0.18,  -0.08,   0.16,   0.22
19340327,  -4.23,  -3.54,  -2.97,  -3.73,  -4.52,  -3.13,  -3.85,  -3.74,  -5.10,  -4.79
19340328,  -0.11,   0.66,   0.98,   1.11,   0.67,   0.57,   1.68,   0.51,   2.76,   1.89
19340329,   1.43,   1.21,   1.98,   1.53,   1.83,   1.28,   0.99,   1.52,   1.87,   1.97
19340331,   1.11,   1.23,   1.11,   1.50,   1.61,   1.49,   2.20,   2.08,   1.81,   3.05
19340402,   1.80,   0.91,   0.14,   1.68,   0.97,   0.54,   0.53,   1.66,   1.02,   0.37
19340403,   1.00,   1.43,   0.85,   1.34,   0.76,   0.77,   1.04,   1.21,   0.74,   0.84
19340404,   1.03,   0.20,   2.08,   0.85,   0.31,   0.78,   1.04,   1.67,   1.33,   0.66
19340405,   0.44,   0.23,   0.07,   0.43,  -0.57,  -0.18,   0.34,  -0.50,  -0.22,  -0.75
19340406,  -0.33,   0.85,  -0.10,  -0.04,  -0.08,  -0.95,   0.55,  -0.35,   0.18,   0.01
19340407,   0.35,  -0.36,  -0.13,   0.68,  -0.02,  -0.27,   0.71,  -0.35,  -0.30,   0.29
19340409,   0.72,   0.05,  -0.12,   0.26,  -0.59,   0.33,   0.09,  -0.70,   0.50,  -0.65
19340410,   1.31,   1.22,   1.28,   1.16,   1.23,   1.62,   1.02,   0.75,   1.90,   1.24
19340411,  -0.65,   0.20,   0.29,   0.32,   0.64,   0.52,   0.71,   0.58,  -0.15,  -0.25
19340412,  -0.29,  -0.03,   0.11,  -0.10,   0.10,  -0.46,  -1.17,   0.25,  -0.69,  -0.26
